Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
417,5.349,14.727,1.912,1.013,1.000,33.342,35.253,63.127,65.367,0.533,2.397,34.260,64.249,1.484,34.260,64.249,1.484,1.214,1.102,1.047,-74.900,-34.777,-57.334,1.102,1.159,1.052,34.067,63.785,1.332,0.308
418,6.611,17.008,2.021,1.005,1.000,35.319,37.494,63.192,65.499,0.533,2.663,36.422,64.367,1.470,36.422,64.367,1.470,1.279,1.187,1.128,-55.925,-31.684,173.846,1.078,1.134,1.052,36.439,63.785,1.332,0.308
419,8.028,19.921,2.219,0.922,1.000,37.691,40.459,63.192,65.565,0.533,2.663,38.969,64.369,1.488,38.969,64.369,1.488,1.505,1.247,1.117,-8.043,-13.537,150.091,1.207,1.347,1.116,38.416,63.785,1.332,0.308
420,3.510,11.637,1.529,0.884,1.000,21.481,22.997,63.522,65.235,0.533,2.930,22.257,64.389,1.690,22.257,64.389,1.690,1.310,0.936,0.754,-56.606,-79.117,119.222,1.400,1.737,1.241,22.206,64.510,1.598,0.351
421,5.138,17.339,2.153,0.573,1.000,63.588,66.619,63.917,65.894,0.533,2.930,64.820,64.959,1.783,64.820,64.959,1.783,1.408,1.171,0.912,-3.209,-22.831,100.506,1.203,1.545,1.284,64.049,64.906,1.598,0.308
422,3.520,14.824,2.738,0.430,1.000,8.896,11.400,63.061,65.367,0.533,3.196,9.927,64.116,2.159,9.927,64.116,2.159,1.278,1.151,0.958,45.833,48.236,-88.267,1.111,1.333,1.201,9.423,63.588,1.864,0.242
427,1.544,6.742,1.293,0.879,1.000,27.807,29.257,0.593,2.109,0.799,2.131,28.520,1.377,1.497,28.520,1.377,1.497,0.880,0.763,0.661,-63.043,-39.858,173.622,1.155,1.331,1.153,28.203,1.384,1.332,0.220
428,0.954,4.978,1.039,0.834,1.000,31.893,32.947,2.768,4.020,0.799,2.397,32.445,3.361,1.665,32.445,3.361,1.665,0.912,0.582,0.530,-75.791,-63.432,117.097,1.568,1.722,1.098,32.420,3.295,1.598,0.242
429,9.890,30.523,2.853,0.389,1.000,32.815,36.308,2.899,5.601,0.799,4.794,34.389,4.149,2.640,34.389,4.149,2.640,2.546,1.522,0.917,21.924,-44.426,106.999,1.673,2.777,1.660,33.408,3.888,1.864,0.373
430,2.080,8.111,1.301,0.917,1.000,9.291,10.873,6.260,7.644,0.799,2.663,10.065,6.903,1.848,10.065,6.903,1.848,1.013,0.767,0.737,-13.048,-71.478,89.743,1.321,1.376,1.042,10.345,6.787,1.598,0.264
431,0.042,0.540,0.383,1.247,1.000,39.932,40.459,7.117,7.578,0.799,1.065,40.186,7.329,0.932,40.186,7.329,0.932,0.333,0.318,0.287,-88.423,-90.000,28.928,1.047,1.160,1.108,40.130,7.182,0.799,0.110
432,2.208,8.328,1.283,0.954,1.000,22.338,23.656,9.818,11.202,0.799,2.663,23.029,10.490,1.797,23.029,10.490,1.797,1.063,0.772,0.724,6.688,-86.041,177.758,1.377,1.468,1.066,22.865,10.543,1.598,0.308
433,8.570,27.694,3.558,0.391,1.500,43.095,47.378,10.345,11.927,0.799,3.728,45.240,11.135,2.243,45.240,11.135,2.243,2.661,1.245,0.819,2.606,-4.570,98.242,2.136,3.250,1.522,43.622,10.938,1.864,0.308
434,0.465,3.306,0.889,0.677,1.000,18.648,19.571,12.783,13.772,0.799,1.864,19.050,13.335,1.354,19.050,13.335,1.354,0.703,0.509,0.490,-83.244,-60.109,-163.270,1.381,1.437,1.040,18.912,13.245,1.065,0.176
435,0.024,0.417,0.298,0.922,1.000,59.041,59.239,14.826,15.222,0.799,1.332,59.124,15.022,1.122,59.124,15.022,1.122,0.430,0.258,0.198,65.773,-83.573,-112.528,1.663,2.168,1.303,59.107,14.958,1.065,0.110
436,1.273,6.044,1.195,0.830,1.000,25.435,26.885,15.617,16.869,0.799,2.397,26.127,16.195,1.599,26.127,16.195,1.599,0.890,0.710,0.611,-24.660,58.366,-86.300,1.253,1.455,1.161,26.094,16.012,1.332,0.242
437,2.469,12.011,1.781,0.398,1.000,51.002,53.308,16.276,17.923,0.799,2.663,52.240,17.020,1.653,52.240,17.020,1.653,1.260,1.072,0.635,-41.434,-38.387,143.731,1.175,1.985,1.689,52.715,16.671,1.864,0.242
438,0.029,0.567,0.349,0.518,1.000,50.607,50.936,16.737,17.132,0.799,1.598,50.745,16.936,1.166,50.745,16.936,1.166,0.529,0.254,0.218,-38.989,73.278,-85.997,2.083,2.427,1.166,50.673,16.935,1.065,0.110
439,0.043,0.681,0.466,0.656,1.000,58.778,59.041,18.648,19.307,0.799,1.332,58.949,19.046,1.069,58.949,19.046,1.069,0.473,0.341,0.201,-81.684,61.799,-87.434,1.385,2.348,1.695,58.909,19.043,0.799,0.110
440,0.047,0.608,0.341,1.134,1.000,17.726,18.055,19.439,19.834,0.799,1.332,17.879,19.660,1.069,17.879,19.660,1.069,0.450,0.264,0.242,49.248,-81.167,-122.756,1.703,1.861,1.093,17.857,19.571,0.799,0.110
441,0.177,1.601,0.527,0.863,1.000,12.256,12.849,20.098,20.625,0.799,1.864,12.563,20.371,1.228,12.563,20.371,1.228,0.651,0.359,0.300,-21.205,-82.802,103.440,1.812,2.174,1.200,12.454,20.295,1.065,0.176
442,0.013,0.230,0.229,1.502,1.000,33.804,34.001,20.164,20.493,0.799,1.065,33.903,20.328,0.932,33.903,20.328,0.932,0.333,0.235,0.198,90.000,-90.000,90.000,1.419,1.680,1.184,33.870,20.295,0.799,0.110
444,14.508,43.718,4.806,0.285,1.000,18.384,24.183,29.784,31.959,0.799,3.995,21.022,30.820,2.032,21.022,30.820,2.032,3.603,1.329,1.066,1.066,6.237,-57.367,2.712,3.382,1.247,20.493,30.641,1.864,0.373
445,7.030,21.518,2.477,0.561,1.000,15.222,18.253,29.784,31.959,0.799,3.196,16.971,30.970,1.867,16.971,30.970,1.867,1.901,1.235,0.920,-20.537,-11.557,122.725,1.539,2.067,1.343,17.198,30.707,1.598,0.308
446,1.888,7.639,1.289,0.905,1.000,38.416,39.734,30.707,32.222,0.799,2.663,39.128,31.457,1.885,39.128,31.457,1.885,1.060,0.786,0.635,-38.987,-74.265,145.256,1.349,1.670,1.238,39.009,31.431,1.598,0.308
447,3.127,10.501,1.451,0.955,1.000,56.998,58.975,31.102,32.486,0.799,2.663,57.960,31.783,1.628,57.960,31.783,1.628,1.130,1.030,0.735,-110.582,-75.588,-20.556,1.097,1.538,1.402,57.723,31.497,1.598,0.308
448,0.082,0.943,0.412,0.908,1.000,11.663,12.125,31.563,32.025,0.799,1.598,11.879,31.774,1.195,11.879,31.774,1.195,0.554,0.282,0.262,9.365,-77.213,118.917,1.964,2.118,1.078,11.729,31.695,0.799,0.110
449,1.704,7.153,1.236,0.898,1.000,61.282,62.599,31.036,32.420,0.799,2.663,61.935,31.706,1.903,61.935,31.706,1.903,0.956,0.728,0.697,-77.962,-78.133,-97.633,1.313,1.372,1.045,62.138,31.761,1.598,0.242
450,1.464,6.546,1.173,0.864,1.000,55.812,56.998,31.102,32.420,0.799,2.663,56.400,31.754,1.791,56.400,31.754,1.791,1.101,0.654,0.575,-42.180,-68.732,146.993,1.685,1.916,1.137,56.142,31.893,1.332,0.242
451,2.477,9.977,1.602,0.699,1.500,48.432,50.607,31.036,32.486,0.799,2.930,49.369,31.763,1.926,49.369,31.763,1.926,1.135,0.896,0.690,-16.308,-47.259,132.263,1.266,1.645,1.299,48.959,31.761,1.598,0.242
452,0.019,0.326,0.222,1.118,1.000,17.726,17.989,32.090,32.354,0.799,1.332,17.857,32.222,0.999,17.857,32.222,0.999,0.421,0.209,0.209,0.000,90.000,-90.000,2.014,2.014,1.000,17.791,32.156,0.799,0.088
453,0.075,0.951,0.536,0.742,1.000,16.408,16.869,33.342,34.001,0.799,1.332,16.692,33.670,1.006,16.692,33.670,1.006,0.501,0.360,0.275,73.388,-41.175,94.795,1.390,1.822,1.311,16.605,33.408,0.799,0.110
454,0.398,2.696,0.739,0.913,1.000,18.055,19.043,33.738,34.529,0.799,1.864,18.472,34.125,1.370,18.472,34.125,1.370,0.662,0.498,0.403,-6.574,-77.936,107.901,1.329,1.644,1.237,18.384,33.935,1.065,0.176
455,0.104,1.118,0.482,0.876,1.000,47.773,48.300,34.397,34.924,0.799,1.598,47.997,34.685,1.246,47.997,34.685,1.246,0.602,0.308,0.273,-29.229,-71.966,72.640,1.954,2.206,1.129,47.905,34.594,1.065,0.154
456,0.375,2.657,0.711,0.846,1.000,6.655,7.512,35.253,35.978,0.799,2.131,7.103,35.634,1.475,7.103,35.634,1.475,0.703,0.463,0.398,61.968,78.280,-25.984,1.517,1.766,1.164,7.051,35.583,1.065,0.176
457,0.053,0.672,0.387,1.056,1.000,39.998,40.327,35.583,36.044,0.799,1.332,40.148,35.854,1.077,40.148,35.854,1.077,0.450,0.294,0.240,46.585,80.464,-45.925,1.529,1.875,1.227,40.130,35.780,0.799,0.110
458,0.030,0.425,0.314,1.331,1.000,11.334,11.795,35.780,36.110,0.799,1.065,11.557,35.968,0.932,11.557,35.968,0.932,0.333,0.314,0.236,-88.666,-90.000,3.185,1.062,1.414,1.332,11.400,35.912,0.799,0.110
459,0.074,1.037,0.768,0.555,1.000,25.303,25.699,35.056,36.176,0.799,1.332,25.421,35.792,1.132,25.421,35.792,1.132,0.677,0.406,0.235,82.959,12.171,-92.895,1.667,2.878,1.726,25.369,35.912,0.799,0.110
460,0.014,0.244,0.238,1.498,1.000,49.091,49.289,38.812,39.141,0.799,1.065,49.195,38.965,0.932,49.195,38.965,0.932,0.333,0.245,0.199,-93.209,-90.000,-102.626,1.360,1.678,1.233,49.157,38.943,0.799,0.110
461,1.580,6.622,1.262,0.972,1.000,30.904,32.420,38.680,40.130,0.799,2.397,31.678,39.471,1.780,31.678,39.471,1.780,0.829,0.749,0.718,-89.176,-67.501,7.665,1.108,1.156,1.043,31.629,39.273,1.598,0.242
462,0.141,1.303,0.502,1.017,1.000,65.828,66.421,40.064,40.591,0.799,1.598,66.109,40.322,1.129,66.109,40.322,1.129,0.530,0.346,0.324,-20.331,-76.825,135.892,1.532,1.637,1.069,66.158,40.261,1.065,0.154
463,2.811,11.373,1.871,0.608,1.000,26.621,28.598,41.777,43.292,0.799,3.995,27.701,42.586,2.724,27.701,42.586,2.724,1.457,0.819,0.751,-8.506,-68.595,126.281,1.779,1.942,1.091,27.676,42.370,2.663,0.308
464,0.099,1.251,0.614,0.571,1.000,0.725,1.186,42.304,43.095,0.799,1.598,0.913,42.781,1.316,0.913,42.781,1.316,0.564,0.453,0.242,83.681,59.725,-94.064,1.246,2.334,1.874,0.857,42.831,1.065,0.132
465,0.318,2.360,0.717,0.870,1.000,57.789,58.514,42.436,43.292,0.799,1.864,58.153,42.892,1.416,58.153,42.892,1.416,0.648,0.470,0.369,-39.204,-69.168,-69.105,1.379,1.755,1.273,58.053,42.831,1.065,0.176
466,2.054,8.848,1.327,0.689,1.000,50.145,52.320,45.072,46.060,0.799,2.397,51.168,45.517,1.574,51.168,45.517,1.574,1.198,0.905,0.544,1.113,-4.641,95.485,1.323,2.201,1.664,51.332,45.335,1.332,0.242
467,24.346,69.750,4.782,0.198,-3.000,59.568,65.565,41.645,46.060,0.799,5.326,62.511,43.650,3.246,62.511,43.650,3.246,3.684,2.043,1.476,-25.396,0.926,138.258,1.804,2.497,1.384,60.359,44.544,3.728,0.439
468,15.256,42.872,3.635,0.334,1.000,52.583,55.878,41.711,46.060,0.799,5.326,54.165,43.869,3.299,54.165,43.869,3.299,2.439,1.755,1.388,62.822,17.174,-88.482,1.389,1.756,1.264,54.363,44.281,3.728,0.417
469,7.353,26.728,2.804,0.320,1.000,64.181,67.278,43.556,45.994,0.799,5.326,65.861,44.626,3.532,65.861,44.626,3.532,2.344,1.608,0.844,-66.948,-73.902,140.858,1.457,2.778,1.906,66.421,44.413,3.728,0.373
470,1.589,7.159,1.209,0.778,1.000,47.773,49.486,47.707,48.762,0.799,2.397,48.575,48.230,1.540,48.575,48.230,1.540,0.949,0.827,0.597,2.741,24.806,-101.227,1.147,1.589,1.385,48.432,48.103,1.332,0.242
472,1.837,7.651,1.275,0.852,1.000,36.703,38.087,50.673,52.122,0.799,2.663,37.366,51.339,1.693,37.366,51.339,1.693,1.071,0.762,0.634,-78.027,-73.559,-149.100,1.405,1.690,1.203,37.164,51.134,1.598,0.308
473,0.207,2.010,0.743,0.597,1.000,36.835,38.021,52.254,52.715,0.799,1.864,37.428,52.485,1.209,37.428,52.485,1.209,0.846,0.452,0.279,6.496,-48.729,83.093,1.874,3.034,1.619,37.560,52.452,1.065,0.154
474,0.023,0.398,0.236,0.957,1.000,31.827,32.156,52.583,52.781,0.799,1.332,32.011,52.676,1.079,32.011,52.676,1.079,0.446,0.238,0.193,-14.778,89.469,-128.191,1.870,2.313,1.237,31.959,52.583,0.799,0.088
475,0.036,0.520,0.329,1.032,1.000,63.917,64.247,53.045,53.440,0.799,1.332,64.080,53.248,1.009,64.080,53.248,1.009,0.439,0.258,0.236,-82.068,-74.864,-106.004,1.700,1.862,1.095,64.049,53.177,0.799,0.110
476,2.837,10.556,1.635,0.774,1.000,15.222,17.001,54.956,56.669,0.799,3.196,16.102,55.878,2.249,16.102,55.878,2.249,1.018,0.973,0.798,-66.741,-76.346,151.231,1.047,1.276,1.219,15.946,55.746,1.864,0.264
477,0.170,1.572,0.532,0.841,1.000,56.339,56.867,59.173,59.766,0.799,1.864,56.591,59.479,1.267,56.591,59.479,1.267,0.663,0.339,0.301,-23.758,87.698,-80.363,1.955,2.205,1.128,56.603,59.371,1.065,0.176
478,0.019,0.324,0.271,1.135,1.000,66.289,66.553,61.611,61.940,0.799,1.332,66.442,61.767,0.949,66.442,61.767,0.949,0.363,0.251,0.209,39.324,-89.155,-150.517,1.447,1.735,1.199,66.421,61.677,0.799,0.110
479,1.344,6.260,1.146,0.833,1.000,4.678,6.062,62.270,63.324,0.799,2.397,5.305,62.779,1.517,5.305,62.779,1.517,0.928,0.722,0.581,-72.432,79.219,-166.956,1.285,1.597,1.243,5.140,62.534,1.332,0.242
480,0.682,3.877,0.877,0.903,1.000,12.322,13.311,62.731,63.654,0.799,2.131,12.818,63.195,1.524,12.818,63.195,1.524,0.784,0.557,0.478,-12.203,-76.059,125.081,1.407,1.639,1.165,12.718,63.127,1.332,0.220
481,0.358,2.466,0.717,0.969,1.000,14.958,15.683,62.797,63.654,0.799,1.864,15.321,63.216,1.369,15.321,63.216,1.369,0.692,0.441,0.391,-74.975,-76.553,122.672,1.570,1.770,1.128,15.287,63.127,1.065,0.176
482,1.301,6.661,1.381,0.648,1.000,49.486,50.936,63.061,64.708,0.799,2.131,50.181,63.886,1.279,50.181,63.886,1.279,0.904,0.844,0.580,-119.510,6.180,-33.562,1.071,1.558,1.454,50.080,63.324,1.065,0.176
483,3.239,12.974,1.791,0.543,2.000,19.043,21.613,63.785,65.565,0.799,3.196,20.393,64.790,1.988,20.393,64.790,1.988,1.458,0.959,0.723,-23.535,-40.068,128.007,1.520,2.015,1.326,20.295,64.774,1.598,0.286
484,0.034,0.515,0.328,0.933,1.000,47.444,47.707,66.751,67.146,0.799,1.332,47.581,66.981,1.134,47.581,66.981,1.134,0.424,0.277,0.221,76.126,79.349,104.255,1.531,1.915,1.251,47.576,66.883,1.065,0.110
486,6.274,19.640,2.180,0.588,1.000,35.253,37.691,3.031,5.074,1.065,4.261,36.461,3.916,2.552,36.461,3.916,2.552,1.922,1.074,0.875,-42.075,-58.662,169.315,1.789,2.196,1.228,36.308,3.558,2.663,0.373
487,1.647,6.807,1.252,0.972,1.000,34.792,36.110,10.148,11.531,1.065,2.663,35.462,10.799,1.915,35.462,10.799,1.915,0.893,0.741,0.708,87.036,59.733,14.908,1.205,1.261,1.047,35.451,10.411,1.864,0.242
488,0.328,2.436,0.716,0.844,1.000,12.981,13.838,12.718,13.508,1.065,2.131,13.407,13.104,1.562,13.407,13.104,1.562,0.694,0.422,0.399,43.424,62.494,-24.278,1.644,1.740,1.058,13.377,13.047,1.332,0.176
489,0.052,0.651,0.366,1.108,1.000,34.331,34.660,13.377,13.838,1.065,1.598,34.471,13.595,1.352,34.471,13.595,1.352,0.445,0.283,0.241,-24.522,-86.552,-38.362,1.572,1.849,1.176,34.397,13.508,1.065,0.110
490,0.402,3.192,0.863,0.563,1.000,47.312,48.234,16.276,16.935,1.065,2.663,47.772,16.628,1.988,47.772,16.628,1.988,0.942,0.457,0.361,59.389,-82.777,7.652,2.062,2.608,1.265,47.641,16.671,1.864,0.198
491,1.066,5.569,1.128,0.744,1.000,64.840,66.158,16.737,17.989,1.065,2.663,65.512,17.416,2.024,65.512,17.416,2.024,0.884,0.621,0.572,-38.802,-51.049,122.441,1.423,1.545,1.086,65.499,17.462,1.864,0.220
492,0.229,1.953,0.675,0.796,1.000,32.881,33.606,17.923,18.714,1.065,2.131,33.253,18.356,1.539,33.253,18.356,1.539,0.563,0.451,0.356,-55.364,82.208,93.239,1.248,1.582,1.267,33.277,18.253,1.332,0.176
493,0.188,1.600,0.602,0.982,1.000,61.347,62.072,19.043,19.702,1.065,1.864,61.669,19.348,1.573,61.669,19.348,1.573,0.513,0.413,0.360,-20.561,-70.731,75.126,1.242,1.427,1.149,61.611,19.307,1.332,0.176
494,0.017,0.282,0.253,1.512,1.000,33.277,33.540,20.032,20.361,1.065,1.332,33.406,20.205,1.198,33.406,20.205,1.198,0.333,0.237,0.223,91.157,-90.000,105.194,1.403,1.492,1.064,33.342,20.164,1.065,0.110
495,0.095,1.044,0.465,0.895,1.000,16.869,17.264,20.098,20.625,1.065,1.864,17.046,20.362,1.367,17.046,20.362,1.367,0.531,0.312,0.287,52.539,76.079,-71.629,1.703,1.852,1.088,16.935,20.229,1.065,0.110
496,11.820,34.107,3.270,0.398,1.000,10.543,13.970,22.206,24.710,1.065,5.326,12.482,23.382,3.398,12.482,23.382,3.398,2.865,1.509,0.924,48.646,-60.361,38.560,1.899,3.102,1.634,12.915,23.590,3.995,0.373
497,1.983,8.798,1.484,0.653,1.000,13.442,15.749,25.106,26.292,1.065,2.663,14.531,25.708,1.935,14.531,25.708,1.935,1.225,0.721,0.673,3.567,-2.340,-106.295,1.699,1.822,1.072,14.101,25.765,1.864,0.220
498,4.395,17.345,2.487,0.419,1.000,2.570,5.403,29.389,31.497,1.065,3.462,3.781,30.242,2.242,3.781,30.242,2.242,1.888,0.996,0.890,-16.149,-30.828,136.916,1.895,2.122,1.120,3.361,29.916,2.131,0.308
499,2.914,10.588,1.487,0.809,1.000,62.797,64.576,30.904,32.486,1.065,3.196,63.623,31.775,2.095,63.623,31.775,2.095,1.167,0.881,0.775,32.139,-59.662,80.983,1.324,1.505,1.137,63.588,31.959,2.131,0.286
500,2.040,8.240,1.334,0.841,1.000,44.940,46.324,30.838,32.354,1.065,2.930,45.539,31.540,2.114,45.539,31.540,2.114,1.038,0.796,0.703,-23.044,-72.920,-45.177,1.304,1.476,1.132,45.599,31.300,1.864,0.264
501,0.567,3.414,0.862,0.912,1.000,1.186,2.306,33.079,34.001,1.065,2.131,1.750,33.536,1.633,1.750,33.536,1.633,0.671,0.585,0.458,-46.637,-65.515,131.329,1.147,1.466,1.278,1.779,33.408,1.332,0.176
502,0.087,1.133,0.679,0.585,1.000,4.151,5.008,34.858,35.583,1.065,1.864,4.667,35.234,1.639,4.667,35.234,1.639,0.639,0.414,0.248,35.995,21.129,-83.043,1.544,2.575,1.668,4.744,35.187,1.332,0.110
504,0.634,5.331,1.579,0.300,1.000,4.876,6.260,37.691,39.602,1.065,2.397,5.421,38.559,1.581,5.421,38.559,1.581,1.071,0.633,0.538,-84.349,8.148,94.372,1.691,1.990,1.177,5.469,38.943,1.332,0.154
505,0.340,2.288,0.743,1.092,1.000,38.878,39.602,42.172,43.029,1.065,1.864,39.243,42.595,1.521,39.243,42.595,1.521,0.570,0.489,0.426,-76.616,-66.633,112.882,1.165,1.337,1.147,39.075,42.436,1.332,0.176
506,1.496,6.597,1.216,0.882,1.000,6.589,7.907,46.653,48.037,1.065,2.930,7.214,47.370,2.143,7.214,47.370,2.143,0.911,0.732,0.650,-59.508,-64.952,121.941,1.244,1.400,1.125,6.985,47.312,1.864,0.242
507,2.746,12.066,2.283,0.486,0.000,28.730,30.575,50.804,52.979,1.065,3.728,29.727,51.930,2.469,29.727,51.930,2.469,2.009,0.801,0.686,-56.082,53.962,67.349,2.507,2.929,1.168,29.850,51.200,1.598,0.242
508,1.657,12.570,3.327,0.156,1.000,60.359,65.169,50.607,52.847,1.065,2.397,62.711,51.367,1.807,62.711,51.367,1.807,2.132,1.263,0.496,10.103,-1.925,4.116,1.688,4.295,2.545,63.456,51.134,1.598,0.176
509,0.034,0.453,0.339,1.369,1.000,0.198,0.593,51.332,51.727,1.065,1.332,0.401,51.528,1.198,0.401,51.528,1.198,0.333,0.321,0.244,105.199,-90.000,-147.123,1.037,1.362,1.314,0.264,51.397,1.065,0.110
510,2.263,9.335,1.536,0.712,1.000,42.568,44.479,50.738,52.386,1.065,3.196,43.593,51.488,2.121,43.593,51.488,2.121,1.085,0.838,0.731,30.090,-18.553,-130.741,1.294,1.484,1.146,43.688,51.463,1.864,0.242
511,3.230,11.430,1.460,0.790,1.000,0.329,2.240,51.068,52.452,1.065,3.728,1.256,51.808,2.564,1.256,51.808,2.564,1.324,0.954,0.699,-2.344,-80.365,93.605,1.387,1.894,1.365,1.384,51.595,2.397,0.373
512,0.016,0.310,0.216,1.000,1.000,9.950,10.214,52.583,52.781,1.065,1.598,10.063,52.682,1.389,10.063,52.682,1.389,0.432,0.218,0.196,33.597,-80.954,65.922,1.981,2.203,1.112,10.016,52.649,1.332,0.088
515,1.064,5.231,1.098,0.894,1.000,3.163,4.481,62.270,63.456,1.065,2.397,3.864,62.809,1.819,3.864,62.809,1.819,0.781,0.720,0.564,144.991,-61.350,-162.480,1.084,1.384,1.277,3.756,62.534,1.598,0.198
516,0.066,0.821,0.492,0.887,1.000,63.785,64.247,63.127,63.785,1.065,1.598,63.990,63.424,1.367,63.990,63.424,1.367,0.497,0.318,0.264,-69.213,-52.714,-98.942,1.562,1.882,1.205,63.917,63.456,1.065,0.110
517,13.942,41.312,4.529,0.312,1.000,49.223,54.099,63.785,66.092,1.065,5.326,51.740,64.821,3.558,51.740,64.821,3.558,2.647,2.061,0.995,2.274,-3.794,91.229,1.284,2.660,2.071,52.122,64.642,3.462,0.351
518,0.997,4.979,1.056,0.910,1.000,14.826,15.946,64.247,65.433,1.065,2.663,15.365,64.850,1.947,15.365,64.850,1.947,0.823,0.650,0.549,13.195,-78.662,29.320,1.267,1.499,1.183,15.287,64.708,1.864,0.242
519,0.331,2.378,0.729,0.920,1.000,11.004,11.795,0.791,1.581,1.332,2.663,11.416,1.193,1.929,11.416,1.193,1.929,0.590,0.448,0.438,-54.716,-74.487,155.257,1.316,1.348,1.025,11.334,0.988,1.864,0.176
520,0.659,3.798,0.968,0.897,1.000,25.896,26.885,3.361,4.547,1.332,2.663,26.379,3.929,1.989,26.379,3.929,1.989,0.693,0.577,0.532,-71.062,-49.678,-45.396,1.201,1.304,1.086,26.292,3.492,1.864,0.176
521,1.040,5.256,1.185,0.842,1.000,37.296,38.482,3.624,5.074,1.332,2.663,37.892,4.317,2.052,37.892,4.317,2.052,0.818,0.673,0.571,-83.196,-32.406,128.130,1.215,1.432,1.179,37.823,4.613,1.598,0.176
522,1.425,6.224,1.194,0.952,1.000,36.242,37.560,10.148,11.466,1.332,2.930,36.881,10.806,1.989,36.881,10.806,1.989,0.903,0.689,0.649,-51.922,-62.381,-20.686,1.310,1.392,1.062,36.901,10.543,1.864,0.242
523,0.775,4.223,0.991,0.901,1.000,26.094,27.017,10.148,11.334,1.332,2.663,26.557,10.769,2.091,26.557,10.769,2.091,0.756,0.617,0.506,-20.505,-71.845,161.553,1.225,1.494,1.220,26.424,10.807,1.864,0.198
524,0.035,0.564,0.302,0.761,1.000,43.292,43.688,13.772,14.035,1.332,2.131,43.505,13.906,1.722,43.505,13.906,1.722,0.475,0.268,0.216,-11.228,-76.434,93.835,1.772,2.200,1.241,43.556,13.838,1.598,0.110
525,3.520,14.370,1.874,0.472,1.000,58.909,62.270,13.706,14.892,1.332,3.462,60.509,14.241,2.090,60.509,14.241,2.090,1.808,0.994,0.598,-1.949,-1.395,104.460,1.818,3.023,1.663,60.161,14.035,2.131,0.286
526,0.428,2.763,0.717,0.981,1.000,46.324,47.246,16.144,16.803,1.332,2.397,46.752,16.467,1.860,46.752,16.467,1.860,0.700,0.499,0.401,1.886,-80.785,68.918,1.404,1.744,1.242,46.587,16.276,1.598,0.176
527,0.057,0.812,0.562,0.677,1.000,6.194,6.524,16.012,16.803,1.332,2.131,6.380,16.418,1.720,6.380,16.418,1.720,0.491,0.386,0.231,-84.145,-13.680,-88.396,1.274,2.126,1.668,6.326,16.144,1.598,0.110
528,0.130,1.159,0.496,1.217,1.000,5.535,6.128,17.857,18.384,1.332,1.864,5.825,18.149,1.612,5.825,18.149,1.612,0.447,0.376,0.333,-37.195,-83.908,124.298,1.187,1.339,1.128,5.733,17.989,1.332,0.110
529,0.035,0.504,0.304,1.065,1.000,7.182,7.512,17.989,18.319,1.332,1.864,7.349,18.125,1.580,7.349,18.125,1.580,0.449,0.242,0.228,-18.335,-80.896,154.666,1.856,1.966,1.059,7.248,18.055,1.332,0.110
530,0.155,1.385,0.489,1.022,1.000,27.148,27.807,18.187,18.648,1.332,2.131,27.480,18.406,1.709,27.480,18.406,1.709,0.563,0.381,0.289,24.520,-76.445,67.711,1.476,1.946,1.318,27.478,18.319,1.598,0.176
531,0.045,0.585,0.316,1.150,1.000,65.828,66.158,19.241,19.571,1.332,1.864,65.995,19.409,1.601,65.995,19.409,1.601,0.447,0.253,0.241,-80.953,-87.211,-177.573,1.769,1.856,1.049,65.894,19.373,1.332,0.110
532,0.135,1.191,0.500,1.226,1.000,4.415,5.074,19.900,20.427,1.332,1.864,4.756,20.174,1.617,4.756,20.174,1.617,0.449,0.394,0.330,25.032,75.178,-60.835,1.139,1.361,1.195,4.678,20.032,1.332,0.110
533,0.016,0.282,0.227,1.315,1.000,49.421,49.816,20.229,20.427,1.332,1.598,49.599,20.319,1.465,49.599,20.319,1.465,0.333,0.273,0.199,90.400,-90.000,-179.316,1.220,1.678,1.375,49.552,20.295,1.332,0.110
534,1.306,6.669,1.288,0.650,1.000,64.444,65.828,25.501,27.082,1.332,3.196,65.074,26.353,2.270,65.074,26.353,2.270,1.222,0.633,0.538,-64.812,-56.296,149.398,1.931,2.270,1.176,64.840,26.424,1.864,0.242
535,0.112,1.167,0.467,0.895,1.000,1.647,2.175,27.610,28.137,1.332,2.131,1.919,27.851,1.731,1.919,27.851,1.731,0.542,0.318,0.297,-9.916,-73.962,129.476,1.704,1.829,1.073,1.713,27.807,1.332,0.110
537,0.612,3.491,0.844,0.995,1.000,5.008,5.996,30.509,31.431,1.332,2.663,5.496,30.988,2.119,5.496,30.988,2.119,0.727,0.524,0.493,-13.030,-78.978,143.162,1.387,1.475,1.064,5.272,30.707,1.864,0.176
538,0.017,0.282,0.253,1.512,1.000,16.012,16.276,33.738,34.067,1.332,1.598,16.146,33.894,1.465,16.146,33.894,1.465,0.333,0.237,0.223,91.192,-90.000,105.229,1.403,1.492,1.064,16.078,33.870,1.332,0.110
